"Frecuencia,""Transaccionalidad"",""Ingresos"""
14,1955.3,945.6
6,844.68,980
4,43.12,1705
30,1983.87,815.32
1,0.02,1060
18,1687.95,850
9,664.29,1142.16
5,258.19,150
3,5368,0
15,2888.36,674.32
17,1479.3,832.77
16,758.98,278
12,1221.18,833.77
22,1490.37,788
14,23223.37,2360
17,1260.93,258
48,14901.73,1020.61
6,258.99,178
2,36.89,1200
8,285.8,800
32,2578.56,1180.05
15,2124.52,1911.95
1,14.59,3550
13,11514.29,860.69
29,6221.4,849.15
1,0.01,1200
5,585.08,519.06
3,52.03,0
1,0.31,0
34,2821.83,1210.29
27,14185.23,5121.91
19,1584.53,674.09
6,290.73,1003.72
8,498.49,1022.18
3,119.74,900
1,0.07,0
7,1428.6,701.41
2,19.71,0
9,1818.8,874.53
14,2149.94,931
21,2112.68,936.03
19,12068.03,819.16
13,1514.65,976.77
10,326.34,240
17,2461.43,1200
24,27172.17,819.16
7,1590.72,819
23,5045.35,1410.14
6,388.18,700
5,563.74,8814
39,7850.05,4478.09
1,0.02,1813
13,2087.9,807.63
26,3808.75,150
18,3900.72,860.69
10,1808.09,1200
1,0.02,473.4
5,208.47,158
6,596.96,0
2,60.1,1550
1,0.62,0
1,0.02,1022.18
1,0.02,703.88
56,3981.98,709.95
3,1658.36,2000
43,6917.08,1121.51
1,7.82,2146.16
2,29.72,0
5,321.44,178
28,3062.52,1019.51
32,3641.75,1125
28,6712.27,1524.31
26,9961.44,2280
35,1785.86,1231.03
77,6625.2,2479.23
2,543.14,0
4,345.73,1552.55
26,5411.24,1477.43
5,1104.77,410
6,170.1,2315.84
18,1947.1,986
1,2.48,980
45,6161.5,849.15
30,35755.8,903
11,2002.19,728.72
13,1908.65,626.21
14,1708.72,1224.11
14,3951.91,2000
7,283.37,280
13,8259.6,1272.87
1,0.02,150
15,1359.24,860.69
5,285.55,150
35,5937.92,2578.9
3,901.69,1500
3,2197.45,0
28,1453.19,743.85
4,149.33,1101.35
38,2279.21,870
8,1688.87,822.61
6,6435.32,4090
6,241.86,3700
1,0.02,900
7,2507.64,4054.48
18,4219.72,150
2,168.11,1778
10,1177.57,1288.46
14,526.07,684
3,156.81,5333
3,314.63,1522.51
14,1829.78,969.12
11,1645.85,1003.72
13,7051.17,1130.61
18,2035.79,1022
18,3463.05,1566.92
1,0.02,2000
13,2789.38,1000
10,481.41,180
4,269.4,573.31
3,88.12,885.85
33,4719.04,158
22,2642.61,855.55
2,19.71,0
48,1309.7,158
22,1215.22,870
3,72.84,0
51,8645.74,1086.64
14,2247.6,920.67
7,1808.15,860
1,0.02,340
2,0.03,1750
1,0.02,800
3,89.97,0
5,308.15,150
17,2028.8,819.16
15,5839,1570
40,2806.24,821
7,359.64,158
1,0.02,0
6,530.68,674.59
18,2074.17,986
21,2430.03,805
2,19.71,3353
6,1168.65,158
3,120.73,2045.39
15,7800.17,1616.21
16,1485.88,0
15,1601.33,800
2,3.22,1097
12,7204.78,449.79
13,2192.21,1014.94
8,2162.68,2084
8,242.71,1086
12,1084.37,2014.32
10,1712.78,874.53
1,0.02,1400
1,1.64,1500
17,6564.7,1300
4,153.99,893
22,2233.76,833.77
1,0.02,0
30,4040.45,1212.64
26,2694.28,771.09
15,1584.74,150
12,4045.17,819.16
21,1947.08,954.51
6,379.2,740.95
3,253.38,800
26,1868.38,856.84
3,66.76,1343.28
36,3147.08,927.41
3,178.62,178
2,19.71,0
16,1909.9,3044.43
33,3188.23,986.03
4,184.79,1130.61
21,11333.81,1234.32
2,19.71,750
15,1797.32,8426
11,7437.26,1250
12,2741.28,661.42
2,1.03,450
1,0.03,0
11,1455.76,819
2,103.13,2050
13,1885.9,607.43
1,0.02,0
8,899.68,819
33,8107.31,1070
17,1673.66,150
31,2475.51,800
1,0.02,50
13,830.03,1218.14
9,1804.85,462
13,1980.16,601.13
2,60.03,670
1,0.02,1600
10,1997.33,0
14,5591.61,1646.46
11,2500.74,860
1,0.07,1530
8,756.8,715.06
33,11261.86,819.16
9,361.46,280
1,0.02,820
2,19.71,1110.61
21,3509.57,937.62
1,0.02,10000
2,38.95,969.12
10,1818.71,980
1,0.02,960.54
11,1001.98,1867.31
21,635.89,360
29,2376.11,1117
19,1780.36,962.12
13,1057.01,540
12,1353.22,1050
2,0.04,1482.04
14,1968.05,807.63
72,2221.15,937.59
3,35.98,0
8,1022.72,651.1
15,866.71,158
1,0.02,1588
9,1531.63,830
19,2167.24,849.15
4,336.76,1015
5,252.26,961.81
9,233.03,278
13,322.81,158
10,789.76,843
3,706.4,0
13,602.11,180
6,924.78,554.55
4,46.12,750
2,19.71,0
7,2843.04,800.42
8,1167.09,1558
20,1690.03,833.77
25,30.63,2350
1,0.07,1385
18,1548.11,819.16
3,158.71,158
11,1957.8,1015
11,288.97,150
31,2723.08,1257
38,5531.34,2059.36
89,3788.3,158
4,1206.93,730
7,1629.09,0
9,145.52,950
15,2499.3,1090.62
10,2767.56,1700.08
5,233.78,746.21
23,3927.13,716.26
27,2590.98,819.16
24,2909.67,1003.72
18,2114.46,1850
18,3824.73,1243.09
25,2499.68,980
5,1105.22,2733
81,20860.53,929
19,1828.33,874.53
8,1693.89,2150
18,2284.3,953.72
16,1892.09,954.51
8,244.48,700
2,200.93,0
3,30.02,2223
1,0.03,0
17,9535.63,1800
1,0.02,100
53,41684.71,1130.61
27,1785.43,849.15
4,487.89,1042.13
2,19.72,1130
6,3541.73,1477.43
6,967.52,732.58
1,0.03,1550
27,2361.48,1009.75
23,1722.27,860.69
25,1882.26,1525.2
15,391.13,208
10,622.21,1630
8,1248.94,533.21
11,741.23,378.98
5,228.98,278
10,3432.38,0
22,26859.87,2966
29,3449.39,1257.49
15,878.76,1060
12,1325.27,0
23,2505.29,860.69
7,258.56,158
1,0.02,3500
5,1586.87,840
11,2099.08,993.81
4,12.13,1500
11,1610.31,807.63
1,0.01,1720
11,186.2,803.68
3,903.87,376.9
17,1814.84,2214
1,0.02,800
4,1043.81,1430.66
14,2035.39,2124.15
9,640.83,0
58,4422.32,0
30,2353.7,849.15
1,0.02,200
10,2445.35,716
9,693.5,2475.47
18,20185.69,1022
13,1646.93,807.63
49,2167.5,849.15
19,1840.65,160
9,877.41,0
3,933.36,740
18,1552.27,819.16
4,273.74,394.42
4,193.36,2800
13,908.04,158
23,2714.53,976.66
18,1840.69,811.47
17,1697.76,833.77
16,1653.95,769
36,2207.96,929.07
26,2338.1,1070.62
4,587.64,1020
54,5995.04,594.01
2,8002.68,6200
9,1161.9,1494
12,2083.87,974.03
18,4223.96,2124.09
10,1543.25,1807
23,4042.33,2176.59
14,2063.45,1101.51
12,1978.25,2036
7,858.44,150
1,0.02,2014
5,180.35,1200
20,2411.21,2152.12
16,2829.75,792
1,0.02,800
15,1070.07,208
11,1762.76,1110.61
107,3841.14,1912.32
22,3263.2,1416.5
6,1707.07,942.03
9,1824.71,2181.47
8,976.64,849
54,5583.48,774.95
2,1.31,0
1,0.03,677.39
26,1894.15,819.16
8,326.71,158
32,1426.88,1757.27
11,2073.55,968.55
5,295.64,158
28,4085.96,1152.23
3,157.81,158
16,1919.21,819.16
14,2502.93,511.78
25,2497.06,790
17,1483.55,600
4,1600.04,650
19,14001.61,1572.6
17,1128.64,1050.77
3,0.13,300
16,9670.91,849.15
16,2446.67,986
22,17828.52,1408
16,1958.47,1886.03
31,5267.31,807.63
21,1578.72,819
1,0.02,2984.37
1,0.02,5200
57,9393.09,840
98,6115.92,1293.7
29,2723.72,995.77
20,3987.54,1418.46
2,10.3,400
27,8221.68,0
1,0.02,800
15,1996.48,711.63
3,596.36,395
27,3484.1,800
3,40.33,893.75
22,13661.1,1022.18
44,3337.13,982.03
3,1.37,150
7,230.22,150
1,0.02,969.12
8,1065.78,725
22,5155.52,589
22,2227.72,969.12
1,0.02,1680
15,3546.39,1214.43
25,2464.81,807.63
19,548.53,200
19,1927.2,807
18,2182.09,849
16,1253.9,877.33
9,677.16,435
26,2417.32,807
17,1243.78,158
9,487.62,807
18,2201.43,937.59
13,671.47,156
9,298.87,150
14,1245.47,703.68
15,6350.03,3789.86
1,0.57,1000
3,2003.99,2176.17
23,2871.53,1022.18
1,0.02,1170
19,12938.79,1758.78
21,3150.78,969
4,178.97,278
16,2028.62,1326.03
24,2120.12,644.89
40,8391.49,1722
32,2693.11,849.15
4,293.32,754.56
28,6725.55,0
1,0.31,1782
1,0.02,681
24,3564.13,639.46
17,4763.01,1003.72
1,0.02,0
1,0.02,1857
6,1186.52,722.4
23,5845.53,783.77
8,209.53,158
13,1200,606.45
16,2283.1,2703.49
17,2439.58,150
2,40,1472.12
9,1228.42,807.63
7,354.02,433.93
15,1070.23,168
17,1123.55,623.76
19,1764.23,807.63
23,6327.34,860.69
31,3255.02,2250.88
1,0.02,0
16,45641.85,1496.81
7,2047.09,0
1,0.02,1452
11,4042.41,942.13
10,463.92,150
13,1858.8,920.67
21,5236.82,1569.28
1,0.02,300
9,882.43,810.28
11,1715.83,887
13,2078.56,860.69
7,575.82,1886.54
1,0.02,0
24,4684.25,682.08
2,19.71,784
15,1753.4,849.15
2,1.02,650
26,4422.39,928.33
26,1853.58,819.16
10,2950.01,2539.31
7,1430.75,965.36
26,2652.39,675.53
5,212.01,980.39
7,358.6,1390.71
1,0.01,4600
2,19.71,0
4,254.93,999.01
12,1843.93,892.79
13,1065.07,969.12
1,0.02,700
26,5868.07,762
24,3608.74,687.59
2,7.02,600
29,2092.06,769.12
58,4333.67,1050.61
15,4438.91,819.16
17,1266.67,807.63
21,1606.29,819.16
8,2109.58,822.35
2,19.71,2350
12,3418.69,1214
26,2159.51,807
15,1949.85,700
5,622.36,268.06
41,4975.63,969.12
35,30817.08,1234.42
11,1360.58,160
13,2081.48,1243
8,298.86,150
6,743.84,630.7
7,12229.82,849.15
18,1922.23,1003.72
13,2320.66,1130
22,1871.32,1236.03
3,377.96,180
5,1541.9,1860
6,1035.01,947.27
2,19.71,2100
8,872.47,488
26,1842.23,819.16
4,39.43,0
29,5835.73,860.69
1,0.02,150
12,1315.97,850
12,800.26,480
21,1745.98,904.52
1,0.02,700
11,1875.48,1860
6,831.42,2039
3,157.81,150
8,323.35,150
19,5826.11,2700
4,329.46,0
23,1746.61,150
3,92.53,247
19,2260.07,860.69
2,104.11,1120
14,5201,1152.81
3,76.22,0
3,41.01,0
2,1.02,3200
21,2255.56,0
8,111.04,1559.09
8,1179.03,807.63
51,4173.89,1450.28
31,1486.06,929.41
17,3225.77,833.77
1,0.02,3300
1,0.09,0
2,69.71,150
1,0.03,100
25,5185.53,741
11,845.11,680.6
8,1181.15,777.87
1,0.02,1385
1,0.02,1200
3,300.53,1568
40,1781.17,819
23,2776.17,1280.56
8,259.11,1120
41,3017.72,1233.42
17,2016.58,977.49
7,190.22,2400
5,1288.15,580
35,1850,807.63
8,179.2,849
4,538.23,410.2
1,0.02,200
2,1.02,2800
38,3157.45,804.51
8,373.41,158
25,2325.26,2550.13
8,1409.6,1022.18
5,132.22,994.32
5,306.04,2880
6,1765.19,872.48
2,2.18,2100
10,24422.14,3211
9,750.84,569.69
21,4860.5,954.51
1,0.02,2100
6,179.18,150
42,3785.93,807.63
1,0.12,150
9,1733.68,842
6,1714.87,904.52
36,8148.72,904
4,5.66,6063.81
8,1917.18,970
1,0.02,1201.03
9,1584.86,879
18,1899.27,833.77
9,1344.08,540
1,0.1,0
28,2887.7,749.51
33,2790.81,800
15,1163.12,1135.38
24,4317.24,1800
56,3468.53,1060.63
18,2697.82,158
1,0.02,150
25,5424.57,807.63
1,0.02,0
6,1750.43,425.8
18,1824.66,791.12
4,26.94,2020
8,856.58,1765
1,0.03,2100
8,1187.54,698.2
5,132.88,986.03
23,2163.39,849.15
36,15362.46,156
1,0.03,0
2,210.58,800
13,3342.82,1310.53
6,318.18,150
17,708.05,365.74
31,19138.09,150
14,2113.67,1041.44
5,304.23,1003.72
1,0.09,0
11,1639.89,874.53
6,561.64,1700
6,2017.06,2835.83
8,1707.47,120
15,2148.67,0
15,9368.8,3210.41
13,1924.9,807.63
6,260.07,157
32,2126.22,1632.19
29,1831.17,849.15
24,4445.48,969.12
1,0.02,2597
24,2762.14,150
25,396.99,150
13,9657.66,2370
13,2178.55,1002.68
1,0.02,1020
9,278.16,150
5,774.76,1445.13
1,0.02,3000
18,1736.9,677.93
14,620.87,1200
32,2816.03,1257.49
11,609.85,240
7,936.25,536
2,74.43,794.48
31,1384.94,819
1,0.01,800
15,1489.28,959.38
6,2249.65,7065.82
32,2058.53,740
33,2567.78,794.88
12,5683.7,1800
11,1973.52,1066
32,4989.65,1697.52
2,0.04,0
19,391.12,150
17,1874.84,819.16
31,2580.58,833.79
30,4599.85,885.54
4,43.12,760
25,1831.15,854.21
3,565.12,1401.59
10,378.89,150
14,1604.51,1540.58
26,2375,860.69
17,1596.11,643.34
12,1127.61,1464.32
16,2893.01,0
4,28001.89,1920
10,2911.29,684.42
5,1126.32,762.16
29,2513.05,861.62
18,1827.48,0
45,2250.39,819.16
6,317.75,400
7,695.58,577.46
68,4162.22,819
27,1777.6,800
2,1760.76,2109.58
16,2351.73,1130.61
14,2042.56,856
7,900.63,160
13,41020.04,968.31
24,2558.11,1022.18
15,3430.28,847.63
14,1303.58,833.77
22,3864.87,960
12,1431.1,1351.05
7,1169.91,700
24,2923.89,936.03
21,4224.42,819.16
4,240.2,1300
47,3400.77,969
4,1195.62,1284
4,46.12,1309.76
12,2006.14,1043.2
7,1573.47,1258
35,2192.82,900
27,2302.12,1234.42
17,1984.77,1003.72
9,1826.86,1054.48
15,1898.57,819.16
16,1831.73,849.15
11,2574.08,1193.43
2,19.71,0
4,1487.67,3207.82
31,3911.81,0
1,0.02,156
1,0.02,200
5,1902.65,2310
8,342.81,180
27,182.34,0
13,1670.01,1003.72
5,46.12,2600
6,1521.2,160
6,537.16,513
1,0.02,2250
8,1086.06,692
1,0.31,1850
19,1583.75,862.56
1,0.02,1500
5,2125.34,890
26,1919.51,807.63
13,1673.56,1985.94
10,560.41,0
26,2939.78,950
1,0.01,1100
33,1793.87,804.63
11,1836.58,819
12,1920.73,860
10,1626.69,944.02
13,2225.93,1518
1,0.03,1900
10,1877.94,920.67
18,1433.13,850
19,1435.69,824.76
3,0.14,1218.68
29,2080.73,807
2,524.62,1365
2,19.71,150
4,5.04,2000
7,841.91,1597.76
3,40.47,1380
26,1364.68,819.16
37,6079.67,807.63
4,609.72,1000
15,3235.15,1643.97
23,2937.34,1003.72
6,584.03,406.52
18,2788.81,1098
30,1700.07,807.63
11,762.83,1022.18
2,1.02,366
3,13.63,485.55
5,80.4,681
18,4471.19,1400
1,0.02,800
1,0.02,660
27,2372.41,888.37
8,666.85,1132
21,2433.28,701.69
5,417.81,807.63
9,94.66,920.44
27,1874.65,804.63
1,0.02,900
17,528.4,158
21,1130,1120
14,5892.24,1003.72
12,1987.62,954
4,297.8,150
15,1580.61,1235
3,178.76,230
1,0.02,2500
18,1859.7,1014.94
12,1971.22,0
12,2443.38,786.44
42,2685.61,1488.37
33,1647.9,807.63
17,4778.94,458
22,36158.09,1210.24
11,1410.78,0
21,2743.41,1369.17
5,3.93,2421.7
13,1707.31,870
12,1412.1,452.91
2,19.71,150
2,19.71,959.38
13,2238.55,1008.98
5,179.54,1022
28,3917.41,975
16,1920.15,1333.73
11,449.88,150
1,0.02,0
39,16763.67,150
35,1869.04,860.69
2,30,2220
25,849.61,0
29,2290.14,180
4,80.79,2652.54
6,282.69,158
3,944.31,667
29,2440.37,977
3,600.75,985
32,2206.82,819.16
4,1.66,1375.37
11,508.97,1200
32,992.61,823.71
13,1216.94,650.18
19,7876.45,689.88
16,8832.38,208
6,704.82,840
5,180.37,1639.31
22,2025.42,874.53
3,72.5,150
13,4139.95,2584.92
11,1013.08,327.39
18,1223.93,150
16,3459.47,807.63
17,1463.99,360.27
28,1982.38,175
7,850.17,512.22
19,2082.44,3715.47
5,4324.3,2430
2,0.04,1200
4,172.24,733.33
18,2638.75,750
5,219.5,0
3,293.74,1250
21,5555.43,964.16
6,741.6,556.07
5,281.77,150
35,2415.34,833.77
1,0.01,250
19,1849.52,1951.4
12,1638.1,1041.03
7,1685.42,860.69
4,168.85,0
14,1276.5,574.37
4,314.37,750
2,300.32,0
8,329.4,1794
1,0.02,1622.95
30,5372.95,3230.33
1,0.02,123.39
21,9258.24,833.77
9,1177.65,3600
13,4963.26,1200.25
8,805.79,1260
7,3006.88,1480
1,0.03,1250
12,1505.75,707.25
16,1884.25,1100
43,4625.49,1331
15,4500.77,972.18
21,1777.04,1003.72
26,3977.3,860
1,0.02,621
2,0.04,769
13,10683.39,860.69
8,411.2,1022.18
28,1921.46,819.16
9,2000.66,920.67
4,49.7,1700
16,1412.08,860.69
41,3487.33,1613
5,461.56,1163
8,1575.54,819.16
14,434.37,750
21,2016.98,664
2,19.71,517.09
18,2305.76,1257.49
13,309.81,158
5,876.98,1022.18
1,0.03,100901
10,1431.05,1313.46
17,1637.89,749
24,1525.08,899.16
39,4538.73,2171.07
10,835.44,785
1,0.03,1240
4,2000.33,976.37
16,771.87,566
7,762.24,0
2,0.04,1910.72
2,25.31,670.03
42,10581.98,1148
23,28152.28,150
77,2892.83,819
4,938.54,872.34
8,1938.76,990
15,2851.58,849
17,425.58,150
2,2.35,1068
18,1602.85,606
80,5862.66,800
10,149.24,1750
3,69.72,0
15,1589.11,1976.19
6,2124.97,1037.71
24,2043.52,1095.62
6,890.52,451
14,741.86,158
12,1471.13,833.77
11,1727.98,777.59
11,1753.3,889
23,3483.05,850
2,132.64,0
24,2734.76,1090
7,254.78,158
12,2897.57,1130.61
21,1228.78,0
20,500.73,2085
22,1528.03,1818.74
2,0.04,628
11,2058.48,716.34
17,1237.2,819.16
5,295.55,1116.14
2,19.71,910.64
6,1243.58,494.27
1,0.62,0
32,3024.09,1212
15,5527.5,678.49
2,19.72,682.95
7,2237.27,796.69
19,2095.4,1780
33,2005.05,704
26,7633.18,833.77
22,2281.26,1233.06
1,0.02,650
4,53.98,980
4,2387.45,6000.96
7,1008.01,578
32,3952.77,1118.87
35,1988.67,833.77
17,1449.96,833.77
22,2194.78,1561.73
21,28940.65,7142.06
1,0.03,681.6
17,2294.72,760
1,0.03,0
2,180.09,1607.79
19,21617.29,0
13,1781.95,849.15
3,750.19,822.13
13,1293.74,2000
18,21163.51,1003.72
1,0.02,2524
2,1.93,2210
1,0.02,150
2,19.71,0
19,2638.04,1293
18,1137.21,790.39
16,2173.86,860
2,0.04,4185
2,19.74,0
27,1741.78,874
8,356.66,903
3,1203.03,0
18,3305.05,156.78
9,1308.54,807.63
21,1518.95,819.16
9,475.63,1200
58,2388.35,160
17,1347.12,819.16
8,1678.85,692.25
1,0.02,375
3,218.09,3101.01
6,366.5,0
14,4626.52,1450
29,2277.95,1630.61
1,0.05,850
2,0.05,685.17
22,3170.63,1477.43
5,179.79,0
39,39451.41,887.37
3,157.81,150
33,2226.43,4110.99
27,1928.51,985.44
20,1889.57,1907.21
26,1965.27,0
23,29495.17,1164.85
8,2094.49,713.32
2,300.23,2000
28,3926.28,1400
19,1430.98,807
22,3389.04,923.2
2,0.04,0
5,277.59,150
1,0.12,850
27,1428.27,0
18,1042.27,418
18,1670.28,833.77
7,2156.11,1014
10,1001.55,816.44
81,5406.46,860
11,415.41,158
16,13879.65,888.37
34,2813.76,819.16
6,246.46,1200
4,295.93,1050
32,2366.11,1110.61
1,0.65,1207
20,2683.67,2250
28,1502.9,807.63
1,0.06,1400
2,82.8,1000
10,1731.52,1231.12
21,28326.83,807.63
28,2976.82,1265.44
15,2205.85,1090.62
4,1015.95,1400
6,902.25,2215.74
8,754.17,519.24
19,6686.18,1022.02
7,5010.63,692
11,1285.1,807.63
1,0.01,970
6,3021.1,888.21
9,390.01,180
31,2452.37,1022.18
8,1697.6,1600
24,771.48,650
42,2909.56,1408
6,823.26,639.5
3,210.72,1239.3
27,6628.31,2420.79
9,9962.63,1987.19
18,3263,1055
4,376.85,620
7,1638.95,904.25
20,2606.92,330
5,156.33,0
1,0.02,0
1,0.02,300
4,35.05,0
1,0.02,200
13,1886.91,2380
14,1660.82,966.66
5,198.99,180
1,0.01,1300
1,0.02,1980
9,8.6,1600
8,1708.06,1025.33
20,624.07,1200
30,2499.91,675.95
33,25520.84,0
21,8043.06,849.15
4,13.25,180
21,2783.7,833
37,6069.58,830
45,2619.35,960.12
6,259.99,188.91
22,8554.65,1230.05
14,1949.18,2007.44
10,983.94,1208
27,2100.67,1128.91
26,4691.65,2161.69
7,6103.23,1500
13,1364.97,0
20,2099.11,0
25,15043.16,819.16
6,205.39,925
4,186.84,0
2,1204.35,0
9,4050.51,819.16
30,5586.84,719.69
3,20.7,0
17,2088.89,0
4,185.59,180
7,900.05,1118
4,289.27,2810
32,2137.3,753
2,101.31,800
4,177.8,150
17,2283.48,719.41
24,1947.78,787.54
12,3194.2,0
10,1491.19,819.16
5,201.18,1881
16,1091.32,1419
3,157.81,150
8,609.46,1000
27,1855.28,813.16
8,361.83,158
13,1562.43,819
19,1801.41,819.16
15,1693.24,772.67
23,10885.68,1322.03
11,376.17,170
5,610.8,807
14,24303.4,1882.01
2,19.71,849
19,1713.97,1070.42
33,1709.92,150
13,1733.06,1460.61
76,3457.45,849
11,343.1,180
25,7964.88,991
9,303.89,150
1,0.04,0
4,6211.29,1580.39
16,1983.2,1233
5,1120.96,958.4
25,1872.39,969
2,400.23,0
9,1821.06,874.53
13,5111.04,819
1,0.02,1072
19,10724.31,860.69
15,1296.12,819
6,1499.54,749
1,0.02,480
5,29.36,0
22,1554.82,833.77
19,3080.67,1880
18,685.61,180
2,19.8,126.13
4,2137.45,1020
4,732.72,1030
1,0.02,2000
1,0.04,487.84
3,1013.67,2291.35
5,232.13,1081.85
28,1724.68,748.06
8,334.03,688.58
48,3310.03,1933.75
1,0.02,300
2,5.04,600
17,1373.36,1120
5,974.7,690.86
21,1557.57,811.47
1,0.02,0
15,1824.19,682.72
10,2551.85,673.59
4,1764.8,1050
1,0.02,0
3,8041.94,2330
15,6521.6,2802.11
11,1359.61,833.77
5,932.44,584.88
35,8836.16,719.16
6,358.13,1590
13,3797.43,980
12,730.03,2596.13
6,250.31,1150
3,3.16,1300
4,179.9,902.5
6,6851.62,1300
34,2288.55,860.69
8,188,1558.61
1,0.02,0
5,876.83,0
19,1952.29,1737.59
6,297.56,150
17,1901.19,888.37
12,2150.24,969.12
8,298.18,150
2,0.08,1090.18
26,1527.78,158
24,5572.37,807.63
11,1918.81,0
12,1666.48,150
12,2534.92,695.79
11,1845.9,969.12
4,11.38,300
3,31.52,2351.69
18,1459.01,650
22,1445.22,833.77
10,1942.42,1341
6,620.84,1304.4
22,826.1,380
2,260.13,1000
13,504.7,2502.74
23,1282.13,819.16
2,100.88,1000
30,1764.72,819.16
2,1.02,600
9,2742.42,0
20,1486.04,734.65
6,1005.69,573.72
18,12219.47,0
19,1853.84,980.39
2,44.88,1568.49
28,2767.02,100
13,2350.68,1075
17,11458.07,900
6,1512.1,1074.92
8,2193.04,954.51
2,0.04,1589.04
19,2044.44,1022
23,4401.43,833.77
2,19.71,0
20,5764.75,849.16
18,2243.14,809
9,317.58,158
1,0.01,3200
6,301.59,158
24,1507.46,807
7,788.21,700
5,329.04,198
1,0.03,0
27,5543.43,1768.8
19,4610.05,860.69
11,234.88,158
4,817.04,1100
20,1846.27,860.69
8,13154.48,2749.93
13,2528.21,1612.16
25,3246.51,2985.52
26,2865.54,1571.09
18,1659.66,849.15
9,710.95,330
11,2079.45,1254.62
3,4.74,972
7,292,268
21,1750.16,797
16,2795.89,861
5,35563.78,0
2,19.71,0
3,3.28,1081.64
9,311.06,575.56
29,4298.2,1780
19,4322.74,723.21
1,0.02,500
19,5945.57,964
10,9628.95,1698
20,2788.46,1325
30,1357.98,685.07
9,877.8,497.62
20,2364.12,156.78
12,1637.33,400
13,2024.85,849.15
4,21.38,1600
12,1265.29,807.63
15,1388.47,646.12
24,14776.73,1900
45,2684.79,150
1,0.02,2542
25,2695.16,1193.47
5,3304.98,7825.14
3,746.1,2321
34,25075.84,1441.27
30,1647.63,150
43,2163.38,819.16
7,99.14,150
15,2176.39,2721
8,677.25,616.81
22,7156.9,833.77
30,3270.56,1475.89
1,0.12,0
1,0.02,150
3,709.18,0
13,3099.94,1531.08
2,99.48,2000
1,0.02,640
11,1168.58,819.16
2,20.03,150
39,1596.35,807.63
7,710.61,1491
3,73.43,1400
13,580.19,0
17,1810.89,1393.02
12,1176.53,624
6,1891.18,1130.61
1,3.41,770
1,0.02,1258
4,518.91,992
1,0.02,0
3,1030.89,2034
14,1633.74,0
1,0.02,1231.23
6,1424.69,870
11,2075.4,860.69
21,1338.84,6174.27
21,1770.53,723.45
17,1515.77,819.16
20,1521.4,819.16
27,2089.68,863
1,0.02,1200
1,0.02,1040
1,0.02,1760
19,1920.22,1003.72
5,364.64,1500
20,5156.85,819.16
13,351.2,677
10,1497.06,558
2,21.29,0
1,0.02,0
32,4435.1,0
16,1609.54,968.12
7,309.75,0
12,3871.25,1586.81
9,2351.68,1600
37,2298.71,870
33,3552.55,150
3,51.27,1085.56
6,81166.56,2160
20,1454.47,1089
9,1660.72,819.16
2,27.35,1000
12,1705.44,860.69
27,2360.69,804.63
9,502.76,1097.88
16,1614.66,158
33,1571.47,932.63
11,1643.46,178
12,2802.97,1003.72
15,1078.42,1671.71
2,19.71,1335
21,1863.72,860.69
9,3482.95,5151.56
9,2716.77,791.32
1,0.03,180
12,3402.79,886.69
9,1670.44,969.12
5,308.15,150
24,8021.65,1304.4
1,0.02,1300
75,42227.97,684.77
12,357.42,150
35,7512.56,687.57
3,0.08,1549.23
13,2250.94,1256.42
34,3295.9,849.15
8,2138.22,875.58
1,0.02,720.58
19,2003.3,969.12
3,19.73,980
17,2017.27,2050
16,1770.34,807.63
62,9256.57,678.33
11,11337.64,6300
75,3768.65,860.69
21,1590.06,833.77
4,183.31,1500.5
12,1496.67,762.48
2,19.71,700
4,203.52,500
4,903.59,0
23,1294.47,432.36
2,19.71,778
26,319.58,178
1,0.02,2800
2,19.71,0
14,2998.57,805
12,373.01,158
9,1271.69,1419.16
10,2045.53,819.16
12,401.74,155
9,142.17,0
22,3057.31,1444
29,3291.28,761.01
7,3992.72,2851
19,2069.77,860
5,3701.26,1300
2,671.51,300
2,15.32,3200
20,4913.84,3148.96
8,29891.13,833.77
8,1146.24,2104.92
30,1691.21,691.78
63,4511.96,702.52
10,95.87,0
17,1707.52,819.16
2,49.56,150
2,0.04,1462.95
2,39.73,3080
24,1541.49,860.69
21,2369.58,1597.84
2,0.48,0
4,3001.43,1640
8,2146.28,1022.18
1,0.02,719
1,0.02,0
1,0.02,0
13,3413.44,920.62
25,2399.62,0
1,0.02,900
21,2170.51,1130.61
27,3700.93,984.09
14,1847.76,1022.18
2,250.09,2500
9,364.78,1000
8,3567.18,1570
8,248.83,180
23,3006.73,1300
18,3920.14,1080.55
11,2617.13,770
26,2115.34,858.15
9,292.78,158
18,1697.78,849.15
9,2299.65,1024.68
14,2796.58,758.07
25,2214.02,1022
1,0.02,1450
13,2228.81,1230
6,355.1,150
1,0.02,1200
20,739.9,158
9,1832.93,781.28
2,19.71,860.69
45,3755.46,936
12,174.15,900
2,19.71,1537.91
10,3441.71,1997.19
5,8394.47,737.59
9,2007.26,800
10,2210.77,1068
18,4649.49,968.96
12,1852.98,940
25,2707.56,1221.09
6,10001.83,1028.1
10,1190.82,887.63
11,278.31,150
14,1464.37,788
4,46.73,0
14,1818.45,844.03
14,5509.19,765.11
17,2276.8,849
15,3656.74,1141
16,1968.73,0
41,2342.86,863.38
12,2445.51,692.76
1,0.02,1115
4,892.29,419.62
4,948.37,3100
27,1697.96,975.44
13,1962.92,1130.61
